Site	Ecoregion	Province	Realm	Habitat	Depth	Date	CLASS	ORDER	FAMILY	GENUS	Taxa	Abun	Dimensions	Method	Source
PS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS1	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS2	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS3	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS4	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
SS5	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	10	8/08/2016	NA	NA	NA	NA	NA	0	100	Transect	NEA.synthesis
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.VianaDoC.	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	12/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Peniche	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	15/06/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
PT.Sines	South European Atlantic Shelf	Lusitanian	Temperate Northern Atlantic	Reef	8	21/08/2012	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2012
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	12/01/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
GranCanaria/Gando-Arinaga	Webbnesia	Lusitanian	Temperate Northern Atlantic	Seagrass	12	05/02/2000	NA	NA	NA	NA	NA	0	100	Transect	Tuya-2004
